workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
927,list1,,,,,,0.0-2.0,,0,,4041,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,7333,,2,html-button-response,,
927,list1,,,,,,0.0-3.0,,2,correct,3392,,,,audio/gift.wav,,10805,,3,audio-button-response,,
927,list1,,,,,,0.0-4.0,,0,,916,,,,<p>Correct! You are ready to begin the study.</p>,,11722,,4,html-button-response,,
927,list1,,,,,,0.0-5.0,,0,,12013,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,23736,,5,html-button-response,,
927,list1,,,,,,0.0-6.0-0.0,neutral,1327,,3931,high,5000,246,audio/246_SN15_high.wav,,27662,,6,audio-slider-response,15,
927,list1,,,,,,0.0-6.0-1.0,,,,,,,,,,28165,,7,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.1,neutral,541,,4299,mid,5000,246,audio/246_SN4_mid.wav,,32468,,8,audio-slider-response,4,
927,list1,,,,,,0.0-6.0-1.1,,,,,,,,,,32968,,9,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.2,neutral,3573,,3888,low,5000,723,audio/723_SN7_low.wav,,36854,,10,audio-slider-response,7,
927,list1,,,,,,0.0-6.0-1.2,,,,,,,,,,37355,,11,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.3,neutral,6923,,3149,low,5000,723,audio/723_SN13_low.wav,,40507,,12,audio-slider-response,13,
927,list1,,,,,,0.0-6.0-1.3,,,,,,,,,,41008,,13,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.4,neutral,3959,,2859,control,5000,723,audio/723_CN14.wav,,43870,,14,audio-slider-response,14,
927,list1,,,,,,0.0-6.0-1.4,,,,,,,,,,44371,,15,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.5,neutral,320,,4251,control,5000,246,audio/246_CN1.wav,,48627,,16,audio-slider-response,1,
927,list1,,,,,,0.0-6.0-1.5,,,,,,,,,,49130,,17,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.6,neutral,238,,3611,low,5000,246,audio/246_SN3_low.wav,,52740,,18,audio-slider-response,3,
927,list1,,,,,,0.0-6.0-1.6,,,,,,,,,,53249,,19,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.7,neutral,0,,2621,high,5000,246,audio/246_SN19_high.wav,,55877,,20,audio-slider-response,19,
927,list1,,,,,,0.0-6.0-1.7,,,,,,,,,,56381,,21,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.8,neutral,127,,2880,control,5000,246,audio/246_CN9.wav,,59261,,22,audio-slider-response,9,
927,list1,,,,,,0.0-6.0-1.8,,,,,,,,,,59764,,23,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.9,neutral,6992,,2760,control,5000,723,audio/723_CN13.wav,,62526,,24,audio-slider-response,13,
927,list1,,,,,,0.0-6.0-1.9,,,,,,,,,,63029,,25,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.10,neutral,8108,,2960,mid,5000,723,audio/723_SN17_mid.wav,,65992,,26,audio-slider-response,17,
927,list1,,,,,,0.0-6.0-1.10,,,,,,,,,,66493,,27,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.11,neutral,7309,,2061,control,5000,723,audio/723_CN15.wav,,68552,,28,audio-slider-response,15,
927,list1,,,,,,0.0-6.0-1.11,,,,,,,,,,69053,,29,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.12,neutral,9252,,3352,high,5000,723,audio/723_SN9_high.wav,,72401,,30,audio-slider-response,9,
927,list1,,,,,,0.0-6.0-1.12,,,,,,,,,,72903,,31,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.13,neutral,3091,,8360,control,5000,723,audio/723_CN3.wav,,81266,,32,audio-slider-response,3,
927,list1,,,,,,0.0-6.0-1.13,,,,,,,,,,81767,,33,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.14,neutral,2099,,3488,control,5000,246,audio/246_CN10.wav,,85251,,34,audio-slider-response,10,
927,list1,,,,,,0.0-6.0-1.14,,,,,,,,,,85754,,35,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.15,neutral,1272,,2389,control,5000,246,audio/246_CN15.wav,,88143,,36,audio-slider-response,15,
927,list1,,,,,,0.0-6.0-1.15,,,,,,,,,,88649,,37,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.16,neutral,7846,,4091,control,5000,723,audio/723_CN10.wav,,92749,,38,audio-slider-response,10,
927,list1,,,,,,0.0-6.0-1.16,,,,,,,,,,93259,,39,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.17,neutral,6937,,4320,low,5000,723,audio/723_SN14_low.wav,,97581,,40,audio-slider-response,14,
927,list1,,,,,,0.0-6.0-1.17,,,,,,,,,,98083,,41,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.18,neutral,7102,,2389,mid,5000,723,audio/723_SN21_mid.wav,,100474,,42,audio-slider-response,21,
927,list1,,,,,,0.0-6.0-1.18,,,,,,,,,,100979,,43,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.19,neutral,8398,,3701,high,5000,723,audio/723_SN5_high.wav,,104674,,44,audio-slider-response,5,
927,list1,,,,,,0.0-6.0-1.19,,,,,,,,,,105180,,45,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.20,neutral,7874,,2629,low,5000,723,audio/723_SN3_low.wav,,107810,,46,audio-slider-response,3,
927,list1,,,,,,0.0-6.0-1.20,,,,,,,,,,108311,,47,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.21,neutral,265,,3029,mid,5000,246,audio/246_SN17_mid.wav,,111343,,48,audio-slider-response,17,
927,list1,,,,,,0.0-6.0-1.21,,,,,,,,,,111850,,49,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.22,neutral,7350,,2800,mid,5000,723,audio/723_SN10_mid.wav,,114655,,50,audio-slider-response,10,
927,list1,,,,,,0.0-6.0-1.22,,,,,,,,,,115163,,51,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.23,neutral,6992,,2768,control,5000,723,audio/723_CN4.wav,,117935,,52,audio-slider-response,4,
927,list1,,,,,,0.0-6.0-1.23,,,,,,,,,,118437,,53,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.24,neutral,445,,3179,mid,5000,246,audio/246_SN21_mid.wav,,121617,,54,audio-slider-response,21,
927,list1,,,,,,0.0-6.0-1.24,,,,,,,,,,122118,,55,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.25,neutral,7584,,2979,high,5000,723,audio/723_SN18_high.wav,,125099,,56,audio-slider-response,18,
927,list1,,,,,,0.0-6.0-1.25,,,,,,,,,,125602,,57,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.26,neutral,886,,2699,control,5000,246,audio/246_CN16.wav,,128304,,58,audio-slider-response,16,
927,list1,,,,,,0.0-6.0-1.26,,,,,,,,,,128806,,59,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.27,neutral,7722,,2619,control,5000,723,audio/723_CN8.wav,,131429,,60,audio-slider-response,8,
927,list1,,,,,,0.0-6.0-1.27,,,,,,,,,,131944,,61,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.28,neutral,693,,3200,control,5000,246,audio/246_CN21.wav,,135144,,62,audio-slider-response,21,
927,list1,,,,,,0.0-6.0-1.28,,,,,,,,,,135645,,63,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.29,neutral,8522,,2949,low,5000,723,audio/723_SN8_low.wav,,138595,,64,audio-slider-response,8,
927,list1,,,,,,0.0-6.0-1.29,,,,,,,,,,139096,,65,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.30,neutral,8094,,4072,high,5000,723,audio/723_SN15_high.wav,,143166,,66,audio-slider-response,15,
927,list1,,,,,,0.0-6.0-1.30,,,,,,,,,,143667,,67,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.31,neutral,0,,3341,mid,5000,246,audio/246_SN2_mid.wav,,147005,,68,audio-slider-response,2,
927,list1,,,,,,0.0-6.0-1.31,,,,,,,,,,147506,,69,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.32,neutral,1272,,3789,control,5000,246,audio/246_CN4.wav,,151296,,70,audio-slider-response,4,
927,list1,,,,,,0.0-6.0-1.32,,,,,,,,,,151797,,71,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.33,neutral,472,,2800,low,5000,246,audio/246_SN14_low.wav,,154596,,72,audio-slider-response,14,
927,list1,,,,,,0.0-6.0-1.33,,,,,,,,,,155097,,73,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.34,neutral,1216,,3491,low,5000,246,audio/246_SN7_low.wav,,158588,,74,audio-slider-response,7,
927,list1,,,,,,0.0-6.0-1.34,,,,,,,,,,159094,,75,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.35,neutral,1203,,3720,mid,5000,246,audio/246_SN10_mid.wav,,162819,,76,audio-slider-response,10,
927,list1,,,,,,0.0-6.0-1.35,,,,,,,,,,163322,,77,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.36,neutral,6923,,2539,control,5000,723,audio/723_CN21.wav,,165860,,78,audio-slider-response,21,
927,list1,,,,,,0.0-6.0-1.36,,,,,,,,,,166362,,79,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.37,neutral,858,,3149,high,5000,246,audio/246_SN9_high.wav,,169515,,80,audio-slider-response,9,
927,list1,,,,,,0.0-6.0-1.37,,,,,,,,,,170029,,81,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.38,neutral,1134,,2851,high,5000,246,audio/246_SN20_high.wav,,172880,,82,audio-slider-response,20,
927,list1,,,,,,0.0-6.0-1.38,,,,,,,,,,173387,,83,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.39,neutral,500,,3331,control,5000,246,audio/246_CN5.wav,,176716,,84,audio-slider-response,5,
927,list1,,,,,,0.0-6.0-1.39,,,,,,,,,,177228,,85,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.40,neutral,7943,,2840,control,5000,723,audio/723_CN2.wav,,180064,,86,audio-slider-response,2,
927,list1,,,,,,0.0-6.0-1.40,,,,,,,,,,180565,,87,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.41,neutral,7474,,3019,control,5000,723,audio/723_CN5.wav,,183583,,88,audio-slider-response,5,
927,list1,,,,,,0.0-6.0-1.41,,,,,,,,,,184084,,89,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.42,neutral,348,,2488,low,5000,246,audio/246_SN1_low.wav,,186578,,90,audio-slider-response,1,
927,list1,,,,,,0.0-6.0-1.42,,,,,,,,,,187080,,91,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.43,neutral,1216,,2459,control,5000,246,audio/246_CN2.wav,,189549,,92,audio-slider-response,2,
927,list1,,,,,,0.0-6.0-1.43,,,,,,,,,,190053,,93,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.44,neutral,431,,2720,control,5000,246,audio/246_CN13.wav,,192778,,94,audio-slider-response,13,
927,list1,,,,,,0.0-6.0-1.44,,,,,,,,,,193279,,95,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.45,neutral,8742,,3328,mid,5000,723,audio/723_SN16_mid.wav,,196617,,96,audio-slider-response,16,
927,list1,,,,,,0.0-6.0-1.45,,,,,,,,,,197129,,97,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.46,neutral,0,,3411,control,5000,246,audio/246_CN17.wav,,200542,,98,audio-slider-response,17,
927,list1,,,,,,0.0-6.0-1.46,,,,,,,,,,201046,,99,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.47,neutral,155,,2048,control,5000,246,audio/246_CN3.wav,,203097,,100,audio-slider-response,3,
927,list1,,,,,,0.0-6.0-1.47,,,,,,,,,,203599,,101,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.48,neutral,155,,2400,control,5000,246,audio/246_CN8.wav,,206000,,102,audio-slider-response,8,
927,list1,,,,,,0.0-6.0-1.48,,,,,,,,,,206503,,103,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.49,neutral,293,,2309,control,5000,246,audio/246_CN20.wav,,208814,,104,audio-slider-response,20,
927,list1,,,,,,0.0-6.0-1.49,,,,,,,,,,209315,,105,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.50,neutral,9156,,2309,control,5000,723,audio/723_CN9.wav,,211626,,106,audio-slider-response,9,
927,list1,,,,,,0.0-6.0-1.50,,,,,,,,,,212127,,107,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.51,neutral,0,,2669,high,5000,246,audio/246_SN18_high.wav,,214792,,108,audio-slider-response,18,
927,list1,,,,,,0.0-6.0-1.51,,,,,,,,,,215294,,109,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.52,neutral,9183,,2741,high,5000,723,audio/723_SN19_high.wav,,218032,,110,audio-slider-response,19,
927,list1,,,,,,0.0-6.0-1.52,,,,,,,,,,218532,,111,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.53,neutral,1230,,2592,low,5000,246,audio/246_SN13_low.wav,,221124,,112,audio-slider-response,13,
927,list1,,,,,,0.0-6.0-1.53,,,,,,,,,,221624,,113,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.54,neutral,31,,3811,control,5000,246,audio/246_CN7.wav,,225436,,114,audio-slider-response,7,
927,list1,,,,,,0.0-6.0-1.54,,,,,,,,,,225937,,115,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.55,neutral,9170,,2811,mid,5000,723,audio/723_SN2_mid.wav,,228740,,116,audio-slider-response,2,
927,list1,,,,,,0.0-6.0-1.55,,,,,,,,,,229241,,117,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.56,neutral,7640,,3029,control,5000,723,audio/723_CN18.wav,,232272,,118,audio-slider-response,18,
927,list1,,,,,,0.0-6.0-1.56,,,,,,,,,,232775,,119,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.57,neutral,7833,,2152,control,5000,723,audio/723_CN16.wav,,234921,,120,audio-slider-response,16,
927,list1,,,,,,0.0-6.0-1.57,,,,,,,,,,235426,,121,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.58,neutral,6868,,2349,control,5000,723,audio/723_CN17.wav,,237774,,122,audio-slider-response,17,
927,list1,,,,,,0.0-6.0-1.58,,,,,,,,,,238278,,123,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.59,neutral,7874,,2120,control,5000,723,audio/723_CN1.wav,,240392,,124,audio-slider-response,1,
927,list1,,,,,,0.0-6.0-1.59,,,,,,,,,,240894,,125,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.60,neutral,8935,,3171,control,5000,723,audio/723_CN7.wav,,244067,,126,audio-slider-response,7,
927,list1,,,,,,0.0-6.0-1.60,,,,,,,,,,244580,,127,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.61,neutral,376,,2501,low,5000,246,audio/246_SN8_low.wav,,247084,,128,audio-slider-response,8,
927,list1,,,,,,0.0-6.0-1.61,,,,,,,,,,247586,,129,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.62,neutral,7984,,2760,control,5000,723,audio/723_CN19.wav,,250343,,130,audio-slider-response,19,
927,list1,,,,,,0.0-6.0-1.62,,,,,,,,,,250844,,131,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.63,neutral,486,,3168,control,5000,246,audio/246_CN18.wav,,254019,,132,audio-slider-response,18,
927,list1,,,,,,0.0-6.0-1.63,,,,,,,,,,254520,,133,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.64,neutral,872,,3760,high,5000,246,audio/246_SN5_high.wav,,258286,,134,audio-slider-response,5,
927,list1,,,,,,0.0-6.0-1.64,,,,,,,,,,258802,,135,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.65,neutral,7957,,3408,control,5000,723,audio/723_CN20.wav,,262210,,136,audio-slider-response,20,
927,list1,,,,,,0.0-6.0-1.65,,,,,,,,,,262712,,137,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.66,neutral,8866,,2779,low,5000,723,audio/723_SN1_low.wav,,265492,,138,audio-slider-response,1,
927,list1,,,,,,0.0-6.0-1.66,,,,,,,,,,265993,,139,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.67,neutral,445,,2320,control,5000,246,audio/246_CN19.wav,,268316,,140,audio-slider-response,19,
927,list1,,,,,,0.0-6.0-1.67,,,,,,,,,,268817,,141,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.68,neutral,8453,,2200,mid,5000,723,audio/723_SN4_mid.wav,,271013,,142,audio-slider-response,4,
927,list1,,,,,,0.0-6.0-1.68,,,,,,,,,,271520,,143,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.69,neutral,913,,4019,control,5000,246,audio/246_CN14.wav,,275545,,144,audio-slider-response,14,
927,list1,,,,,,0.0-6.0-1.69,,,,,,,,,,276046,,145,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.70,neutral,7984,,2219,high,5000,723,audio/723_SN20_high.wav,,278263,,146,audio-slider-response,20,
927,list1,,,,,,0.0-6.0-1.70,,,,,,,,,,278767,,147,html-keyboard-response,,
927,list1,,,,,,0.0-6.0-0.71,neutral,1437,,2789,mid,5000,246,audio/246_SN16_mid.wav,,281558,,148,audio-slider-response,16,
927,list1,,,,,,0.0-6.0-1.71,,,,,,,,,,282060,,149,html-keyboard-response,,
927,list1,,,,,,0.0-7.0,,0,,4816,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,286878,,150,html-button-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.0,,8081,,3729,,5000,,Men are more sexual than women.<br><br>,,290608,,151,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.1,,8563,,4837,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,295446,,152,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.2,,2057,,2788,,5000,,Some types of work are just not appropriate for women.<br><br>,,298235,,153,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.3,,2167,,3864,,5000,,Mothers should work only if necessary.<br><br>,,302100,,154,html-slider-response,,
927,list1,,NEGATIVE,,,,0.0-8.0-0.4,,3063,,4187,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,306288,,155,html-slider-response,,
927,list1,,NEGATIVE,,,,0.0-8.0-0.5,,9032,,3920,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,310208,,156,html-slider-response,,
927,list1,,NEGATIVE,,,,0.0-8.0-0.6,,10000,,3295,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,313504,,157,html-slider-response,,
927,list1,,NEGATIVE,,,,0.0-8.0-0.7,,10000,,2938,,5000,,People should be treated the same regardless of their sex.<br><br>,,316443,,158,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.8,,8467,,3262,,5000,,Girls should be protected and watched over more than boys.<br><br>,,319706,,159,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.9,,10000,,2705,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,322412,,160,html-slider-response,,
927,list1,,NEGATIVE,,,,0.0-8.0-0.10,,8494,,5349,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,327762,,161,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.11,,1313,,2660,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,330423,,162,html-slider-response,,
927,list1,,POSITIVE,,,,0.0-8.0-0.12,,7847,,3627,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,334051,,163,html-slider-response,,
927,list1,,,,,,0.0-9.0,,0,,3878,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,337930,,164,html-button-response,,
927,list1,[],,,,,0.0-10.0,,"{'age': '39', 'race': 'Caucasian ', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'male', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'political': 'Moderate'}",,33877,,,,,,371839,,165,survey,,
927,list1,,,,,,0.0-11.0,,0,,1857,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,373696,,166,html-button-response,,
920,list1,,,[],[],[],0.0-0.0,,,,,,,,,True,1343,False,0,preload,,
920,list1,,,,,,0.0-1.0,,0,,4190,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,5535,,1,html-button-response,,
920,list1,,,,,,0.0-2.0,,,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,15537,,2,html-button-response,,
920,list1,,,,,,0.0-3.0,,2,correct,5173,,,,audio/gift.wav,,20844,,3,audio-button-response,,
920,list1,,,,,,0.0-4.0,,0,,1687,,,,<p>Correct! You are ready to begin the study.</p>,,22533,,4,html-button-response,,
920,list1,,,,,,0.0-5.0,,0,,10402,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,32936,,5,html-button-response,,
920,list1,,,,,,0.0-6.0-0.0,neutral,8835,,7851,control,5000,723,audio/723_CN21.wav,,40793,,6,audio-slider-response,21,
920,list1,,,,,,0.0-6.0-1.0,,,,,,,,,,41297,,7,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.1,neutral,2534,,5397,control,5000,246,audio/246_CN7.wav,,46698,,8,audio-slider-response,7,
920,list1,,,,,,0.0-6.0-1.1,,,,,,,,,,47200,,9,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.2,neutral,8242,,4437,control,5000,723,audio/723_CN9.wav,,51643,,10,audio-slider-response,9,
920,list1,,,,,,0.0-6.0-1.2,,,,,,,,,,52144,,11,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.3,neutral,1693,,3883,mid,5000,246,audio/246_SN4_mid.wav,,56023,,12,audio-slider-response,4,
920,list1,,,,,,0.0-6.0-1.3,,,,,,,,,,56524,,13,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.4,neutral,1161,,6165,high,5000,246,audio/246_SN5_high.wav,,62694,,14,audio-slider-response,5,
920,list1,,,,,,0.0-6.0-1.4,,,,,,,,,,63196,,15,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.5,neutral,1522,,3797,low,5000,246,audio/246_SN14_low.wav,,66988,,16,audio-slider-response,14,
920,list1,,,,,,0.0-6.0-1.5,,,,,,,,,,67489,,17,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.6,neutral,8935,,3712,control,5000,723,audio/723_CN8.wav,,71202,,18,audio-slider-response,8,
920,list1,,,,,,0.0-6.0-1.6,,,,,,,,,,71704,,19,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.7,neutral,9089,,3541,mid,5000,723,audio/723_SN17_mid.wav,,75252,,20,audio-slider-response,17,
920,list1,,,,,,0.0-6.0-1.7,,,,,,,,,,75754,,21,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.8,neutral,7870,,5227,control,5000,723,audio/723_CN5.wav,,80982,,22,audio-slider-response,5,
920,list1,,,,,,0.0-6.0-1.8,,,,,,,,,,81484,,23,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.9,neutral,8438,,3168,control,5000,723,audio/723_CN3.wav,,84655,,24,audio-slider-response,3,
920,list1,,,,,,0.0-6.0-1.9,,,,,,,,,,85156,,25,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.10,neutral,8141,,3349,mid,5000,723,audio/723_SN2_mid.wav,,88511,,26,audio-slider-response,2,
920,list1,,,,,,0.0-6.0-1.10,,,,,,,,,,89012,,27,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.11,neutral,2011,,5611,control,5000,246,audio/246_CN17.wav,,94620,,28,audio-slider-response,17,
920,list1,,,,,,0.0-6.0-1.11,,,,,,,,,,95121,,29,html-keyboard-response,,
920,list1,,,,,,0.0-6.0-0.12,neutral,8488,,3595,mid,5000,723,audio/723_SN10_mid.wav,,98710,,30,audio-slider-response,10,
920,list1,,,,,,0.0-6.0-1.12,,,,,,,,,,99211,,31,html-keyboard-response,,
